"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"group_9117","","hypothetical protein","1","1","1","1","217","1","1668","","122","122","122","","","","","","","SRR2167785_prok_05846","","","","","","","","","","",""
"group_9118","","hypothetical protein","1","1","1","1","218","1","1669","","149","149","149","","","","","","","SRR2167785_prok_05847","","","","","","","","","","",""
"group_9119","","hypothetical protein","1","1","1","1","219","1","1670","","1148","1148","1148","","","","","","","SRR2167785_prok_05848","","","","","","","","","","",""
"group_9120","xre_3","HTH-type transcriptional regulator Xre","1","1","1","1","220","1","1671","","347","347","347","","","","","","","SRR2167785_prok_05849","","","","","","","","","","",""
"group_9121","","hypothetical protein","1","1","1","1","221","1","1672","","704","704","704","","","","","","","SRR2167785_prok_05850","","","","","","","","","","",""
"yjhA","","putative lipoprotein YjhA","1","1","1","1","227","1","1674","","563","563","563","","","","","","","SRR2167785_prok_05852","","","","","","","","","","",""
"group_9123","","hypothetical protein","1","1","1","1","226","1","1675","","959","959","959","","","","","","","SRR2167785_prok_05853","","","","","","","","","","",""
"group_9124","","hypothetical protein","1","1","1","1","225","1","1676","","143","143","143","","","","","","","SRR2167785_prok_05854","","","","","","","","","","",""
"group_9125","","hypothetical protein","1","1","1","1","224","1","1677","","164","164","164","","","","","","","SRR2167785_prok_05855","","","","","","","","","","",""
"group_9126","","hypothetical protein","1","1","1","1","223","1","1678","","722","722","722","","","","","","","SRR2167785_prok_05856","","","","","","","","","","",""
"group_9127","","hypothetical protein","1","1","1","1","222","1","1679","","566","566","566","","","","","","","SRR2167785_prok_05857","","","","","","","","","","",""
"group_9129","","hypothetical protein","1","1","1","1","7159","1","1653","","290","290","290","","","","","","","SRR2167785_prok_05860","","","","","","","","","","",""
"group_9130","","hypothetical protein","1","1","1","1","7158","1","1652","","257","257","257","","","","","","","SRR2167785_prok_05861","","","","","","","","","","",""
"group_9131","","Acetyltransferase","1","1","1","1","7157","1","1977","","443","443","443","","","","","","","SRR2167785_prok_05862","","","","","","","","","","",""
"group_9132","","hypothetical protein","1","1","1","1","7161","1","2007","","1475","1475","1475","","","","","","","SRR2167785_prok_05864","","","","","","","","","","",""
"dinB_4","","DNA polymerase IV","1","1","1","1","7160","1","2006","","1265","1265","1265","","","","","","","SRR2167785_prok_05865","","","","","","","","","","",""
"group_9144","","hypothetical protein","1","1","1","114","1","1438","19","","1115","1115","1115","","","","","","","SRR2167785_prok_05936","","","","","","","","","","",""
"group_9145","","hypothetical protein","1","1","1","114","2","1438","18","","170","170","170","","","","","","","SRR2167785_prok_05937","","","","","","","","","","",""
"group_9146","","hypothetical protein","1","1","1","114","3","1438","17","","338","338","338","","","","","","","SRR2167785_prok_05938","","","","","","","","","","",""
"group_9147","","hypothetical protein","1","1","1","114","4","1438","16","","374","374","374","","","","","","","SRR2167785_prok_05939","","","","","","","","","","",""
"group_9148","","hypothetical protein","1","1","1","114","5","1438","15","","167","167","167","","","","","","","SRR2167785_prok_05940","","","","","","","","","","",""
"group_9149","","hypothetical protein","1","1","1","114","6","1438","14","","257","257","257","","","","","","","SRR2167785_prok_05941","","","","","","","","","","",""
"dnaX_3","","DNA polymerase III subunit tau","1","1","1","114","7","1438","13","","1631","1631","1631","","","","","","","SRR2167785_prok_05942","","","","","","","","","","",""
"group_9151","","hypothetical protein","1","1","1","114","8","1438","12","","572","572","572","","","","","","","SRR2167785_prok_05943","","","","","","","","","","",""
"group_9152","","hypothetical protein","1","1","1","114","9","1438","11","","539","539","539","","","","","","","SRR2167785_prok_05944","","","","","","","","","","",""
"group_9153","","hypothetical protein","1","1","1","114","10","1438","10","","698","698","698","","","","","","","SRR2167785_prok_05945","","","","","","","","","","",""
"group_9154","","hypothetical protein","1","1","1","114","11","1438","9","","149","149","149","","","","","","","SRR2167785_prok_05946","","","","","","","","","","",""
"group_9155","","hypothetical protein","1","1","1","114","12","1438","8","","1178","1178","1178","","","","","","","SRR2167785_prok_05947","","","","","","","","","","",""
"sinR_3","","HTH-type transcriptional regulator SinR","1","1","1","114","13","1438","7","","200","200","200","","","","","","","SRR2167785_prok_05948","","","","","","","","","","",""
"uvrY","","Response regulator UvrY","1","1","1","114","14","1438","6","","578","578","578","","","","","","","SRR2167785_prok_05949","","","","","","","","","","",""
"zraS","","Sensor protein ZraS","1","1","1","114","15","1438","5","","1394","1394","1394","","","","","","","SRR2167785_prok_05950","","","","","","","","","","",""
"group_9159","","hypothetical protein","1","1","1","114","16","1438","4","","992","992","992","","","","","","","SRR2167785_prok_05951","","","","","","","","","","",""
"group_9160","","hypothetical protein","1","1","1","114","17","1438","3","","1136","1136","1136","","","","","","","SRR2167785_prok_05952","","","","","","","","","","",""
"group_9161","","hypothetical protein","1","1","1","114","19","1438","2","","188","188","188","","","","","","","SRR2167785_prok_05953","","","","","","","","","","",""
"group_9162","","hypothetical protein","1","1","1","114","18","1438","1","","290","290","290","","","","","","","SRR2167785_prok_05954","","","","","","","","","","",""
"group_9163","","hypothetical protein","1","1","1","1","437","1445","7","","173","173","173","","","","","","","SRR2167785_prok_05959","","","","","","","","","","",""
"group_9164","","hypothetical protein","1","1","1","1","436","1445","8","","164","164","164","","","","","","","SRR2167785_prok_05960","","","","","","","","","","",""
"group_9165","","hypothetical protein","1","1","1","1","151","1445","6","","959","959","959","","","","","","","SRR2167785_prok_05961","","","","","","","","","","",""
"group_9166","","hypothetical protein","1","1","1","1","152","1445","5","","1289","1289","1289","","","","","","","SRR2167785_prok_05962","","","","","","","","","","",""
"group_9167","","hypothetical protein","1","1","1","1","153","1445","4","","821","821","821","","","","","","","SRR2167785_prok_05963","","","","","","","","","","",""
"group_9168","bmrA_2","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","1","1","1","1","154","1445","3","","1646","1646","1646","","","","","","","SRR2167785_prok_05964","","","","","","","","","","",""
"group_9169","","hypothetical protein","1","1","1","1","155","1445","2","","1013","1013","1013","","","","","","","SRR2167785_prok_05965","","","","","","","","","","",""
"group_9170","","hypothetical protein","1","1","1","1","156","1445","1","","461","461","461","","","","","","","SRR2167785_prok_05966","","","","","","","","","","",""
"prsA","","Foldase protein PrsA","1","1","1","1","3374","1","1143","","1004","1004","1004","","","","","","","SRR2167785_prok_05969","","","","","","","","","","",""
"yncB_2","","Endonuclease YncB","1","1","1","1","3375","1","1144","","656","656","656","","","","","","","SRR2167785_prok_05970","","","","","","","","","","",""
"haeIIIM","","Modification methylase HaeIII","1","1","1","1","3376","1","1145","","1283","1283","1283","","","","","","","SRR2167785_prok_05971","","","","","","","","","","",""
"group_9174","","hypothetical protein","1","1","1","1","3377","1","1146","","587","587","587","","","","","","","SRR2167785_prok_05972","","","","","","","","","","",""
"group_9175","","hypothetical protein","1","1","1","1","3378","1","1147","","590","590","590","","","","","","","SRR2167785_prok_05973","","","","","","","","","","",""
"group_9176","","hypothetical protein","1","1","1","1","3379","1","1148","","638","638","638","","","","","","","SRR2167785_prok_05974","","","","","","","","","","",""
"group_9177","","hypothetical protein","1","1","1","1","3380","1","1149","","194","194","194","","","","","","","SRR2167785_prok_05975","","","","","","","","","","",""
"group_9178","","hypothetical protein","1","1","1","1","3381","1","1150","","398","398","398","","","","","","","SRR2167785_prok_05976","","","","","","","","","","",""
"group_9179","","hypothetical protein","1","1","1","1","3382","1","1151","","788","788","788","","","","","","","SRR2167785_prok_05977","","","","","","","","","","",""
"group_9180","","hypothetical protein","1","1","1","1","3383","1","1152","","233","233","233","","","","","","","SRR2167785_prok_05978","","","","","","","","","","",""
"group_9181","","hypothetical protein","1","1","1","1","3384","1","1153","","230","230","230","","","","","","","SRR2167785_prok_05979","","","","","","","","","","",""
"group_9182","","hypothetical protein","1","1","1","1","3366","1","1241","","269","269","269","","","","","","","SRR2167785_prok_05981","","","","","","","","","","",""
"group_9183","","hypothetical protein","1","1","1","1","3365","1","1240","","662","662","662","","","","","","","SRR2167785_prok_05982","","","","","","","","","","",""
"group_9184","","hypothetical protein","1","1","1","115","5","1441","1","","854","854","854","","","","","","","SRR2167785_prok_05983","","","","","","","","","","",""
"group_9185","","hypothetical protein","1","1","1","115","6","1441","2","","98","98","98","","","","","","","SRR2167785_prok_05984","","","","","","","","","","",""
"group_9186","","hypothetical protein","1","1","1","115","7","1441","3","","116","116","116","","","","","","","SRR2167785_prok_05985","","","","","","","","","","",""
"group_9187","","hypothetical protein","1","1","1","115","8","1441","4","","158","158","158","","","","","","","SRR2167785_prok_05986","","","","","","","","","","",""
"group_9188","","hypothetical protein","1","1","1","115","9","1441","5","","1169","1169","1169","","","","","","","SRR2167785_prok_05987","","","","","","","","","","",""
"group_9189","sipV","Signal peptidase I V","1","1","1","115","10","1441","6","","527","527","527","","","","","","","SRR2167785_prok_05988","","","","","","","","","","",""
"group_9190","","hypothetical protein","1","1","1","115","11","1441","7","","488","488","488","","","","","","","SRR2167785_prok_05989","","","","","","","","","","",""
"group_9191","","hypothetical protein","1","1","1","115","12","1441","13","","1031","1031","1031","","","","","","","SRR2167785_prok_05990","","","","","","","","","","",""
"group_9192","","hypothetical protein","1","1","1","115","13","1441","12","","392","392","392","","","","","","","SRR2167785_prok_05991","","","","","","","","","","",""
"group_9193","","hypothetical protein","1","1","1","115","4","1441","11","","1955","1955","1955","","","","","","","SRR2167785_prok_05992","","","","","","","","","","",""
"group_9194","","hypothetical protein","1","1","1","115","3","1441","10","","659","659","659","","","","","","","SRR2167785_prok_05993","","","","","","","","","","",""
"ygiC","","Putative acid--amine ligase YgiC","1","1","1","115","2","1441","9","","1241","1241","1241","","","","","","","SRR2167785_prok_05994","","","","","","","","","","",""
"group_9196","","hypothetical protein","1","1","1","115","1","1441","8","","707","707","707","","","","","","","SRR2167785_prok_05995","","","","","","","","","","",""
"group_9197","","hypothetical protein","1","1","1","118","7","1446","3","","1544","1544","1544","","","","","","","SRR2167785_prok_05996","","","","","","","","","","",""
"group_9198","","hypothetical protein","1","1","1","118","6","1446","4","","1127","1127","1127","","","","","","","SRR2167785_prok_05997","","","","","","","","","","",""
"group_9199","tnsB","Transposon Tn7 transposition protein TnsB","1","1","1","118","5","1446","5","","2657","2657","2657","","","","","","","SRR2167785_prok_05998","","","","","","","","","","",""
"group_9200","","hypothetical protein","1","1","1","118","4","1446","6","","1301","1301","1301","","","","","","","SRR2167785_prok_05999","","","","","","","","","","",""
"group_9201","","hypothetical protein","1","1","1","118","3","1446","7","","1124","1124","1124","","","","","","","SRR2167785_prok_06000","","","","","","","","","","",""
"group_9202","","hypothetical protein","1","1","1","118","2","1446","2","","647","647","647","","","","","","","SRR2167785_prok_06001","","","","","","","","","","",""
"group_9203","","hypothetical protein","1","1","1","118","1","1446","1","","1319","1319","1319","","","","","","","SRR2167785_prok_06002","","","","","","","","","","",""
"group_9204","","hypothetical protein","1","1","1","117","4","1444","9","","656","656","656","","","","","","","SRR2167785_prok_06003","","","","","","","","","","",""
"group_9205","rapI_2","Response regulator aspartate phosphatase I","1","1","1","117","5","1444","8","","1091","1091","1091","","","","","","","SRR2167785_prok_06004","","","","","","","","","","",""
"group_9206","","hypothetical protein","1","1","1","117","6","1444","7","","158","158","158","","","","","","","SRR2167785_prok_06005","","","","","","","","","","",""
"group_9207","","hypothetical protein","1","1","1","117","7","1444","6","","794","794","794","","","","","","","SRR2167785_prok_06006","","","","","","","","","","",""
"group_9208","","hypothetical protein","1","1","1","117","8","1444","5","","239","239","239","","","","","","","SRR2167785_prok_06007","","","","","","","","","","",""
"group_9209","","hypothetical protein","1","1","1","117","9","1444","4","","173","173","173","","","","","","","SRR2167785_prok_06008","","","","","","","","","","",""
"group_921","","hypothetical protein","1","1","1","1","2963","1","98","","485","485","485","","","","","","","","SRR2171381__prok_05590","","","","","","","","","",""
"htpX","","Protease HtpX ","1","1","1","117","3","1444","3","","809","809","809","","","","","","","SRR2167785_prok_06009","","","","","","","","","","",""
"group_9211","","hypothetical protein","1","1","1","117","2","1444","2","","1892","1892","1892","","","","","","","SRR2167785_prok_06010","","","","","","","","","","",""
"group_9212","","hypothetical protein","1","1","1","117","1","1444","1","","638","638","638","","","","","","","SRR2167785_prok_06011","","","","","","","","","","",""
"xerD_6","","Tyrosine recombinase XerD","1","1","1","1","3012","1","93","","1262","1262","1262","","","","","","","SRR2167785_prok_06012","","","","","","","","","","",""
"xerD_7","","Tyrosine recombinase XerD","1","1","1","1","3013","1","94","","2126","2126","2126","","","","","","","SRR2167785_prok_06013","","","","","","","","","","",""
"group_9215","","hypothetical protein","1","1","1","1","3014","1","95","","395","395","395","","","","","","","SRR2167785_prok_06014","","","","","","","","","","",""
"group_9216","","hypothetical protein","1","1","1","1","3015","1","96","","413","413","413","","","","","","","SRR2167785_prok_06015","","","","","","","","","","",""
"pdaC_4","","Peptidoglycan-N-acetylmuramic acid deacetylase PdaC","1","1","1","1","3019","1","149","","767","767","767","","","","","","","SRR2167785_prok_06017","","","","","","","","","","",""
"group_9218","","hypothetical protein","1","1","1","1","7258","1","1875","","236","236","236","","","","","","","SRR2167785_prok_06018","","","","","","","","","","",""
"group_9219","","hypothetical protein","1","1","1","1","7259","1","1876","","713","713","713","","","","","","","SRR2167785_prok_06019","","","","","","","","","","",""
"group_922","","hypothetical protein","1","1","1","1","10808","22","24","","284","284","284","","SRR1656267_prok_05707","","","","","","","","","","","","","","","",""
"group_9220","","hypothetical protein","1","1","1","1","7085","1","1879","","167","167","167","","","","","","","SRR2167785_prok_06021","","","","","","","","","","",""
"dut","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","1","7084","1","1878","","446","446","446","","","","","","","SRR2167785_prok_06022","","","","","","","","","","",""
"group_9222","","hypothetical protein","1","1","1","1","6573","1","2296","","563","563","563","","","","","","","SRR2167785_prok_06025","","","","","","","","","","",""
"group_9223","","hypothetical protein","1","1","1","1","6572","1","2295","","245","245","245","","","","","","","SRR2167785_prok_06026","","","","","","","","","","",""
"group_9224","","hypothetical protein","1","1","1","1","6571","1","2294","","200","200","200","","","","","","","SRR2167785_prok_06027","","","","","","","","","","",""
"group_9225","","hypothetical protein","1","1","1","1","6570","1","2293","","158","158","158","","","","","","","SRR2167785_prok_06028","","","","","","","","","","",""
"group_9226","","hypothetical protein","1","1","1","1","6569","1","2292","","587","587","587","","","","","","","SRR2167785_prok_06029","","","","","","","","","","",""
"group_9227","","hypothetical protein","1","1","1","1","6568","1","2291","","113","113","113","","","","","","","SRR2167785_prok_06030","","","","","","","","","","",""
"group_9228","","hypothetical protein","1","1","1","1","6567","1","2290","","179","179","179","","","","","","","SRR2167785_prok_06031","","","","","","","","","","",""
"recU_2","","Holliday junction resolvase RecU","1","1","1","1","6566","1","2289","","629","629","629","","","","","","","SRR2167785_prok_06032","","","","","","","","","","",""
"group_9230","","hypothetical protein","1","1","1","1","6565","1","2288","","371","371","371","","","","","","","SRR2167785_prok_06033","","","","","","","","","","",""
"group_9231","","hypothetical protein","1","1","1","120","1","1451","2","","182","182","182","","","","","","","SRR2167785_prok_06034","","","","","","","","","","",""
"lagD_2","","Lactococcin-G-processing and transport ATP-binding protein LagD","1","1","1","120","2","1451","3","","2183","2183","2183","","","","","","","SRR2167785_prok_06035","","","","","","","","","","",""
"group_9233","","hypothetical protein","1","1","1","120","3","1451","4","","746","746","746","","","","","","","SRR2167785_prok_06036","","","","","","","","","","",""
"group_9234","","hypothetical protein","1","1","1","120","4","1451","5","","335","335","335","","","","","","","SRR2167785_prok_06037","","","","","","","","","","",""
"group_9235","","hypothetical protein","1","1","1","120","5","1451","1","","164","164","164","","","","","","","SRR2167785_prok_06038","","","","","","","","","","",""
"group_9236","","hypothetical protein","1","1","1","123","1","1454","2","","1865","1865","1865","","","","","","","SRR2167785_prok_06039","","","","","","","","","","",""
"group_9237","","hypothetical protein","1","1","1","123","4","1454","3","","380","380","380","","","","","","","SRR2167785_prok_06040","","","","","","","","","","",""
"xerC_4","","Tyrosine recombinase XerC","1","1","1","123","3","1454","4","","2102","2102","2102","","","","","","","SRR2167785_prok_06041","","","","","","","","","","",""
"xerC_5","","Tyrosine recombinase XerC","1","1","1","123","2","1454","1","","1115","1115","1115","","","","","","","SRR2167785_prok_06042","","","","","","","","","","",""
"group_9240","","hypothetical protein","1","1","1","121","1","1453","1","","143","143","143","","","","","","","SRR2167785_prok_06043","","","","","","","","","","",""
"group_9241","","hypothetical protein","1","1","1","121","2","1453","2","","179","179","179","","","","","","","SRR2167785_prok_06044","","","","","","","","","","",""
"dtpT_2","","Di-/tripeptide transporter","1","1","1","121","3","1453","3","","1493","1493","1493","","","","","","","SRR2167785_prok_06045","","","","","","","","","","",""
"group_9243","","hypothetical protein","1","1","1","121","4","1453","4","","989","989","989","","","","","","","SRR2167785_prok_06046","","","","","","","","","","",""
"group_9244","","hypothetical protein","1","1","1","140","1","1482","1","Investigate","245","245","245","","","","","","","SRR2167785_prok_06047","","","","","","","","","","",""
"group_9246","","hypothetical protein","1","1","1","122","2","1456","1","","482","482","482","","","","","","","SRR2167785_prok_06053","","","","","","","","","","",""
"group_9247","","hypothetical protein","1","1","1","122","3","1456","2","","2180","2180","2180","","","","","","","SRR2167785_prok_06054","","","","","","","","","","",""
"group_9248","","hypothetical protein","1","1","1","122","4","1456","3","","1382","1382","1382","","","","","","","SRR2167785_prok_06055","","","","","","","","","","",""
"group_9249","","hypothetical protein","1","1","1","122","1","1456","4","","536","536","536","","","","","","","SRR2167785_prok_06056","","","","","","","","","","",""
"group_9250","","hypothetical protein","1","1","1","119","5","1447","5","","398","398","398","","","","","","","SRR2167785_prok_06057","","","","","","","","","","",""
"group_9251","","hypothetical protein","1","1","1","119","6","1447","6","","203","203","203","","","","","","","SRR2167785_prok_06058","","","","","","","","","","",""
"group_9252","","hypothetical protein","1","1","1","119","4","1447","4","","374","374","374","","","","","","","SRR2167785_prok_06059","","","","","","","","","","",""
"group_9253","","hypothetical protein","1","1","1","119","3","1447","3","","947","947","947","","","","","","","SRR2167785_prok_06060","","","","","","","","","","",""
"group_9254","","hypothetical protein","1","1","1","119","2","1447","2","","455","455","455","","","","","","","SRR2167785_prok_06061","","","","","","","","","","",""
"group_9255","","hypothetical protein","1","1","1","119","1","1447","1","","347","347","347","","","","","","","SRR2167785_prok_06062","","","","","","","","","","",""
"group_9256","","hypothetical protein","1","1","1","125","1","1471","1","Investigate","2465","2465","2465","","","","","","","SRR2167785_prok_06068","","","","","","","","","","",""
"group_9257","","hypothetical protein","1","1","1","125","2","1471","2","Investigate","686","686","686","","","","","","","SRR2167785_prok_06069","","","","","","","","","","",""
"dnaX_4","","DNA polymerase III subunit tau","1","1","1","130","1","1481","1","Investigate","980","980","980","","","","","","","SRR2167785_prok_06075","","","","","","","","","","",""
"yjcD_3","","Putative ATP-dependent DNA helicase YjcD","1","1","1","130","2","1481","2","Investigate","1253","1253","1253","","","","","","","SRR2167785_prok_06076","","","","","","","","","","",""
"group_9260","ltrA_3","Group II intron-encoded protein LtrA","1","1","1","137","1","1479","1","Investigate","1838","1838","1838","","","","","","","SRR2167785_prok_06077","","","","","","","","","","",""
"group_9262","","hypothetical protein","1","1","1","134","1","1488","1","Investigate","494","494","494","","","","","","","SRR2167785_prok_06086","","","","","","","","","","",""
"group_9263","","hypothetical protein","1","1","1","131","1","1474","1","Investigate","314","314","314","","","","","","","SRR2167785_prok_06087","","","","","","","","","","",""
"group_9264","","hypothetical protein","1","1","1","129","1","1483","2","Investigate","662","662","662","","","","","","","SRR2167785_prok_06088","","","","","","","","","","",""
"group_9265","","hypothetical protein","1","1","1","129","2","1483","1","Investigate","425","425","425","","","","","","","SRR2167785_prok_06089","","","","","","","","","","",""
"group_9266","","hypothetical protein","1","1","1","127","1","1472","1","Investigate","890","890","890","","","","","","","SRR2167785_prok_06090","","","","","","","","","","",""
"group_9267","","hypothetical protein","1","1","1","126","1","1467","1","Investigate","893","893","893","","","","","","","SRR2167785_prok_06092","","","","","","","","","","",""
"group_9268","","hypothetical protein","1","1","1","128","1","1469","1","Investigate","869","869","869","","","","","","","SRR2167785_prok_06093","","","","","","","","","","",""
"group_9269","","hypothetical protein","1","1","1","138","1","1468","1","Investigate","458","458","458","","","","","","","SRR2167785_prok_06096","","","","","","","","","","",""
"group_9270","","hypothetical protein","1","1","1","133","1","1480","1","Investigate","389","389","389","","","","","","","SRR2167785_prok_06098","","","","","","","","","","",""
"group_9272","","hypothetical protein","1","1","1","141","1","1473","1","Investigate","284","284","284","","","","","","","SRR2167785_prok_06102","","","","","","","","","","",""
"group_9273","","hypothetical protein","1","1","1","1","7576","30","11","","488","488","488","","","","","","","","SRR2171381__prok_00081","","","","","","","","","",""
"thrB_1","","Homoserine kinase","1","1","1","1","7903","1649","1","","998","998","998","","","","","","","","SRR2171381__prok_00116","","","","","","","","","",""
"group_9280","","hypothetical protein","1","1","1","1","8038","31","11","","332","332","332","","","","","","","","SRR2171381__prok_00199","","","","","","","","","",""
"group_9281","","hypothetical protein","1","1","1","1","8039","31","12","","380","380","380","","","","","","","","SRR2171381__prok_00200","","","","","","","","","",""
"group_9282","","hypothetical protein","1","1","1","1","8040","31","13","","380","380","380","","","","","","","","SRR2171381__prok_00201","","","","","","","","","",""
"group_9286","","hypothetical protein","1","1","1","1","7374","304","1","","626","626","626","","","","","","","","SRR2171381__prok_00290","","","","","","","","","",""
"group_9288","","hypothetical protein","1","1","1","1","7302","1","2107","","206","206","206","","","","","","","","SRR2171381__prok_00349","","","","","","","","","",""
"group_9289","","hypothetical protein","1","1","1","1","7301","1","2108","","1028","1028","1028","","","","","","","","SRR2171381__prok_00350","","","","","","","","","",""
"group_9290","atl_1","Bifunctional autolysin","1","1","1","1","7300","1","2109","","1064","1064","1064","","","","","","","","SRR2171381__prok_00351","","","","","","","","","",""
"group_9291","","hypothetical protein","1","1","1","1","7299","1","2110","","239","239","239","","","","","","","","SRR2171381__prok_00352","","","","","","","","","",""
"group_9292","","hypothetical protein","1","1","1","1","7298","1","2111","","236","236","236","","","","","","","","SRR2171381__prok_00353","","","","","","","","","",""
"group_9294","","hypothetical protein","1","1","1","1","6910","1","2453","","587","587","587","","","","","","","","SRR2171381__prok_00359","","","","","","","","","",""
"group_9295","","hypothetical protein","1","1","1","1","6905","1","2448","","293","293","293","","","","","","","","SRR2171381__prok_00363","","","","","","","","","",""
"group_9300","","hypothetical protein","1","1","1","1","6897","1","2404","","722","722","722","","","","","","","","SRR2171381__prok_00371","","","","","","","","","",""
"rihB_1","","Pyrimidine-specific ribonucleoside hydrolase RihB","1","1","1","1","6896","1","2403","","950","950","950","","","","","","","","SRR2171381__prok_00372","","","","","","","","","",""
"group_9302","","hypothetical protein","1","1","1","1","6895","1","2402","","542","542","542","","","","","","","","SRR2171381__prok_00373","","","","","","","","","",""
"group_9303","","hypothetical protein","1","1","1","1","6556","1","2306","","206","206","206","","","","","","","","SRR2171381__prok_00378","","","","","","","","","",""
"group_9304","","hypothetical protein","1","1","1","1","6557","1","2305","","299","299","299","","","","","","","","SRR2171381__prok_00379","","","","","","","","","",""
"group_9305","","hypothetical protein","1","1","1","1","6558","1","2304","","260","260","260","","","","","","","","SRR2171381__prok_00380","","","","","","","","","",""
"group_9306","","hypothetical protein","1","1","1","1","6559","1","2303","","257","257","257","","","","","","","","SRR2171381__prok_00381","","","","","","","","","",""
"group_9307","","hypothetical protein","1","1","1","1","6560","1","2302","","116","116","116","","","","","","","","SRR2171381__prok_00382","","","","","","","","","",""
"group_9308","","hypothetical protein","1","1","1","1","6561","1","2301","","146","146","146","","","","","","","","SRR2171381__prok_00383","","","","","","","","","",""
"group_9309","","hypothetical protein","1","1","1","1","6562","1","2300","","572","572","572","","","","","","","","SRR2171381__prok_00384","","","","","","","","","",""
"group_9310","","hypothetical protein","1","1","1","1","6563","1","2299","","248","248","248","","","","","","","","SRR2171381__prok_00385","","","","","","","","","",""
"group_9311","","hypothetical protein","1","1","1","1","6564","1","2298","","89","89","89","","","","","","","","SRR2171381__prok_00386","","","","","","","","","",""
"group_9312","","hypothetical protein","1","1","1","1","6575","1","2287","","296","296","296","","","","","","","","SRR2171381__prok_00388","","","","","","","","","",""
"group_9313","","hypothetical protein","1","1","1","1","6576","1","2286","","455","455","455","","","","","","","","SRR2171381__prok_00389","","","","","","","","","",""
"group_9314","","hypothetical protein","1","1","1","1","6831","1","2251","","719","719","719","","","","","","","","SRR2171381__prok_00395","","","","","","","","","",""
"group_9315","","hypothetical protein","1","1","1","1","6830","1","2250","","176","176","176","","","","","","","","SRR2171381__prok_00396","","","","","","","","","",""
"group_9316","","hypothetical protein","1","1","1","1","6829","1","2249","","164","164","164","","","","","","","","SRR2171381__prok_00397","","","","","","","","","",""
"group_9317","","hypothetical protein","1","1","1","1","6828","1","2248","","266","266","266","","","","","","","","SRR2171381__prok_00398","","","","","","","","","",""
"group_9318","","hypothetical protein","1","1","1","1","6827","1","2247","","224","224","224","","","","","","","","SRR2171381__prok_00399","","","","","","","","","",""
"group_9319","pezA","Antitoxin PezA","1","1","1","1","6826","1","2246","","350","350","350","","","","","","","","SRR2171381__prok_00400","","","","","","","","","",""
"group_9320","","hypothetical protein","1","1","1","1","6825","1","2245","","110","110","110","","","","","","","","SRR2171381__prok_00401","","","","","","","","","",""
"group_9321","","hypothetical protein","1","1","1","1","6824","1","2244","","155","155","155","","","","","","","","SRR2171381__prok_00402","","","","","","","","","",""
"group_9322","","hypothetical protein","1","1","1","1","6823","1","2243","","1196","1196","1196","","","","","","","","SRR2171381__prok_00403","","","","","","","","","",""
"group_9323","","hypothetical protein","1","1","1","1","6639","17","9","","242","242","242","","","","","","","","SRR2171381__prok_00436","","","","","","","","","",""
"spoIISB_2","","Stage II sporulation protein SB","1","1","1","1","6783","248","1","","176","176","176","","","","","","","","SRR2171381__prok_00521","","","","","","","","","",""
"group_9330","","hypothetical protein","1","1","1","1","1430","1","2327","","410","410","410","","","","","","","","SRR2171381__prok_00535","","","","","","","","","",""
"group_9334","","hypothetical protein","1","1","1","1","8329","85","3","","452","452","452","","","","","","","","SRR2171381__prok_00616","","","","","","","","","",""
"group_9335","","hypothetical protein","1","1","1","1","8400","104","4","","326","326","326","","","","","","","","SRR2171381__prok_00623","","","","","","","","","",""
"group_9337","ftsK_1","DNA translocase FtsK","1","1","1","1","6947","1","1807","","1190","1190","1190","","","","","","","","SRR2171381__prok_00677","","","","","","","","","",""
"group_9338","","hypothetical protein","1","1","1","1","6942","1","1824","","200","200","200","","","","","","","","SRR2171381__prok_00680","","","","","","","","","",""
"mrr","","Mrr restriction system protein","1","1","1","1","6941","1","1823","","464","464","464","","","","","","","","SRR2171381__prok_00681","","","","","","","","","",""
"group_9340","","hypothetical protein","1","1","1","1","6940","1","1822","","860","860","860","","","","","","","","SRR2171381__prok_00682","","","","","","","","","",""
"group_9341","","hypothetical protein","1","1","1","1","6939","1","1821","","278","278","278","","","","","","","","SRR2171381__prok_00683","","","","","","","","","",""
"group_9345","","hypothetical protein","1","1","1","1","4276","2","56","","383","383","383","","","","","","","","SRR2171381__prok_00785","","","","","","","","","",""
"group_9346","","hypothetical protein","1","1","1","1","4275","2","55","","221","221","221","","","","","","","","SRR2171381__prok_00786","","","","","","","","","",""
"group_9347","","hypothetical protein","1","1","1","1","4274","2","54","","251","251","251","","","","","","","","SRR2171381__prok_00787","","","","","","","","","",""
